# SystemID,ComponentID,z,Species,W,dW,W_flag,logN,dlogN,logN_flag,v90,b,db,SampleFlags,PrimarySample?,(P)roximateOr(I)ntervening
# (1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),(13),(14),(15),(16)
# , , , , , ,(U)pper limit, , ,(U)pper limit, , , ,Flags are (in order from left-to-right):,Set to Y for absorption in primary ions* with all flags in Column 13 set to Y," Proximate absorbers are those separated from z_qso by -10,000 km/s to +5,000 km/s"
# , , , , , , , , ,(S)aturated, , , ,Was the system identified by the automatic line finder?,"*MgII, FeII, CII, CIV, SiIV and NV, as well as OI and SiII_1260", 
# , , , , , , , , ,(M)ultiple values, , , ,Did the system pass the visual inspection check?, , 
# , , , , , , , , , , , , ,Does the absorption lie outside of masked wavelength regions?, , 
# , , , , , , , , , , , , ,Does the absorption lie outside of BAL regions?, , 
8,-,4.73087,SiII_1526,0.048,0.002 ,-,13.37,0.03 ,-,41,-,-,YYYY,N,I
-,8a,4.73087,SiII,-,-,-,13.37,0.03 ,-,41, 7.5, 0.7,YYYY,N,I
8,-,4.73087,AlII_1670,0.031,0.004 ,-,11.93,0.07 ,-,41,-,-,YYYY,N,I
-,8a,4.73087,AlII,-,-,-,11.93,0.07 ,-,41, 7.5, 0.7,YYYY,N,I
8,-,4.73089,CIV_1548,0.273,0.002 ,-,14.34,0.05 ,-,57,-,-,YYYY,Y,I
-,-,4.73089,CIV_1550,0.214,0.007 ,-,-,-,-,-,-,-,-,-,-
-,8b,4.73089,CIV,-,-,-,14.34,0.05 ,S,57,18.5, 1.8,YYYY,Y,I
9,-,4.87693,CIV_1548,0.096,0.003 ,-,13.44,0.02 ,-,79,-,-,YYYY,Y,I
-,-,4.87693,CIV_1550,0.051,0.003 ,-,-,-,-,-,-,-,-,-,-
-,9a,4.87693,CIV,-,-,-,13.44,0.02 ,-,79,30.2, 2.3,YYYY,Y,I
10,-,4.88154,CIV_1548,0.011,0.004 ,-,12.47,0.17 ,-,53,-,-,YYYY,Y,I
-,-,4.88154,CIV_1550,0.006,0.003 ,-,-,-,-,-,-,-,-,-,-
-,10a,4.88154,CIV,-,-,-,12.47,0.17 ,-,53,15.4,13.6,YYYY,Y,I
11,-,4.95948,CIV_1548,0.187,0.004 ,-,13.91,0.03 ,-,65,-,-,YYYY,Y,I
-,-,4.95948,CIV_1550,0.119,0.003 ,-,-,-,-,-,-,-,-,-,-
-,11a,4.95906,CIV,-,-,-,13.46,0.08 ,S,40, 6.5, 2.0,YYYY,Y,I
-,11b,4.95966,CIV,-,-,-,13.71,0.03 ,S,52,15.6, 2.2,YYYY,Y,I
12,-,5.05052,CIV_1548,0.075,0.007 ,-,13.33,0.06 ,-,69,-,-,NNYY,N,I
-,-,5.05052,CIV_1550,0.040,0.010 ,-,-,-,-,-,-,-,-,-,-
-,12a,5.05052,CIV,-,-,-,13.33,0.06 ,-,69,24.9, 5.2,NNYY,N,I
13,-,5.06053,CIV_1548,0.034,0.008 ,-,12.96,0.12 ,-,51,-,-,NNYY,N,I
-,-,5.06053,CIV_1550,0.018,0.005 ,-,-,-,-,-,-,-,-,-,-
-,13a,5.06053,CIV,-,-,-,12.96,0.12 ,-,51,14.4,10.0,NNYY,N,I
14,-,5.10389,CIV_1548,0.020,0.005 ,-,12.78,0.08 ,-,40,-,-,YYYY,Y,I
-,-,5.10389,CIV_1550,0.012,0.003 ,-,-,-,-,-,-,-,-,-,-
-,14a,5.10391,CIV,-,-,-,12.78,0.08 ,-,40, 5.1, 0.0,YYYY,Y,I
15,-,5.16380,CIV_1548,0.062,0.007 ,-,13.21,0.08 ,-,177,-,-,YNYY,N,I
-,-,5.16380,CIV_1550,0.032,0.010 ,-,-,-,-,-,-,-,-,-,-
-,15a,5.16303,CIV,-,-,-,13.04,0.08 ,-,99,39.3, 9.9,YNYY,N,I
-,15b,5.16540,CIV,-,-,-,12.72,0.17 ,-,61,20.2,13.9,YNYY,N,I
16,-,5.34657,CIV_1548,0.028,0.007 ,-,12.86,0.14 ,-,91,-,-,YYYY,Y,I
-,-,5.34657,CIV_1550,0.014,0.007 ,-,-,-,-,-,-,-,-,-,-
-,16a,5.34657,CIV,-,-,-,12.86,0.14 ,-,91,35.4,15.7,YYYY,Y,I
17,-,5.35480,CIV_1548,0.094,0.009 ,-,13.39,0.13 ,-,166,-,-,NNYY,N,I
-,-,5.35480,CIV_1550,0.048,0.010 ,-,-,-,-,-,-,-,-,-,-
-,17a,5.35376,CIV,-,-,-,12.98,0.21 ,-,63,21.9,10.4,NNYY,N,I
-,17b,5.35541,CIV,-,-,-,13.18,0.16 ,-,149,62.5,27.4,NNYY,N,I
18,-,5.38428,CIV_1548,0.228,0.011 ,-,13.84,0.06 ,-,126,-,-,YYYY,Y,I
-,-,5.38428,CIV_1550,0.126,0.013 ,-,-,-,-,-,-,-,-,-,-
-,18a,5.38388,CIV,-,-,-,13.71,0.06 ,-,93,36.1, 6.6,YYYY,Y,I
-,18b,5.38534,CIV,-,-,-,13.27,0.14 ,-,59,19.5,10.6,YYYY,Y,I
18,-,5.38388,SiIV_1393,0.037,0.003 ,-,12.65,0.09 ,-,93,-,-,YYYY,Y,I
-,-,5.38388,SiIV_1402,0.019,0.003 ,-,-,-,-,-,-,-,-,-,-
-,18a,5.38388,SiIV,-,-,-,12.65,0.09 ,-,93,36.1, 6.6,YYYY,Y,I
19,-,5.47921,MgII_2796,0.416,0.174 ,-,13.21,0.07 ,-,71,-,-,YYYY,Y,I
-,-,5.47921,MgII_2803,0.262,0.030 ,-,-,-,-,-,-,-,-,-,-
-,19a,5.47921,MgII,-,-,-,13.21,0.07 ,-,71,24.8, 2.7,YYYY,Y,I
19,-,5.47921,FeII_2382,0.093,0.008 ,-,12.81,0.04 ,-,71,-,-,YYYY,Y,I
-,-,5.47921,FeII_2600,0.085,0.006 ,-,-,-,-,-,-,-,-,-,-
-,-,5.47921,FeII_2586,0.026,0.008 ,-,-,-,-,-,-,-,-,-,-
-,-,5.47921,FeII_1608,0.008,0.026 ,-,-,-,-,-,-,-,-,-,-
-,19a,5.47921,FeII,-,-,-,12.81,0.04 ,-,71,24.8, 2.7,YYYY,Y,I
19,-,5.47921,SiII_1526,0.028, - ,U,13.00, - ,U,69,-,-,YYYY,N,I
-,19a,5.47921,SiII,-,-,-,13.00, - ,U,69,24.8, 2.7,YYYY,N,I
19,-,5.47868,CIV_1548,0.056,0.013 ,-,13.20,0.12 ,-,72,-,-,NNYY,N,I
-,-,5.47868,CIV_1550,0.030,0.016 ,-,-,-,-,-,-,-,-,-,-
-,19b,5.47850,CIV,-,-,-,13.11,0.12 ,-,48,12.7, 0.0,NNYY,N,I
-,19c,5.47943,CIV,-,-,-,12.46,0.35 ,-,40, 5.6, 0.0,NNYY,N,I
19,-,5.47871,SiIV_1393,0.049,0.003 ,-,12.81,0.04 ,-,74,-,-,YYYY,Y,I
-,-,5.47871,SiIV_1402,0.027,0.004 ,-,-,-,-,-,-,-,-,-,-
-,19b,5.47850,SiIV,-,-,-,12.70,0.02 ,-,48,12.7, 2.1,YYYY,Y,I
-,19c,5.47943,SiIV,-,-,-,12.16,0.15 ,-,41, 5.6, 3.5,YYYY,Y,I
20,-,5.62815,CIV_1548,0.045,0.012 ,-,13.10,0.14 ,-,57,-,-,NNYY,N,I
-,-,5.62815,CIV_1550,0.024,0.012 ,-,-,-,-,-,-,-,-,-,-
-,20a,5.62815,CIV,-,-,-,13.10,0.14 ,-,57,16.8, 0.0,NNYY,N,I
20,-,5.62815,SiIV_1393,0.077,0.003 ,-,13.04,0.03 ,-,55,-,-,NNYY,N,I
-,-,5.62815,SiIV_1402,0.043,0.004 ,-,-,-,-,-,-,-,-,-,-
-,20a,5.62815,SiIV,-,-,-,13.04,0.03 ,-,55,16.8, 2.1,NNYY,N,I
21,-,5.63259,SiIV_1393,0.033,0.002 ,-,12.72,0.02 ,-,39,-,-,YYYY,Y,I
-,-,5.63259,SiIV_1402,0.020,0.003 ,-,-,-,-,-,-,-,-,-,-
-,21a,5.63259,SiIV,-,-,-,12.72,0.02 ,-,38, 5.1, 0.0,YYYY,Y,I
22,-,5.86776,OI_1302,0.325, $\pm$ 0.00 ,-,15.00, $\pm$ 0.02 ,S,92,-,-,YYYY,Y,I
-,22a,5.86709,OI,-,-,-,14.60,0.03 ,-,51,15.1, 1.2,YYYY,Y,I
-,22b,5.86824,OI,-,-,-,14.79,0.02 ,S,57,19.2, 0.9,YYYY,Y,I
22,-,5.86824,MgII_2796,0.526,136.940 ,-,13.64,0.08 ,-,61,-,-,YYYY,Y,I
-,-,5.86824,MgII_2803,0.420,0.021 ,-,-,-,-,-,-,-,-,-,-
-,22b,5.86824,MgII,-,-,-,13.64,0.08 ,-,61,19.2, 0.9,YYYY,Y,I
22,-,5.86781,FeII_2382,0.311,0.010 ,-,13.42,0.02 ,-,94,-,-,YYYY,Y,I
-,-,5.86781,FeII_2600,0.292,0.014 ,-,-,-,-,-,-,-,-,-,-
-,-,5.86781,FeII_2344,0.131,0.009 ,-,-,-,-,-,-,-,-,-,-
-,-,5.86781,FeII_2586,0.100,0.011 ,-,-,-,-,-,-,-,-,-,-
-,-,5.86781,FeII_2374,0.040,0.012 ,-,-,-,-,-,-,-,-,-,-
-,-,5.86781,FeII_1608,0.034,0.009 ,-,-,-,-,-,-,-,-,-,-
-,22a,5.86709,FeII,-,-,-,12.97,0.04 ,-,55,15.1, 1.2,YYYY,Y,I
-,22b,5.86824,FeII,-,-,-,13.23,0.03 ,-,61,19.2, 0.9,YYYY,Y,I
22,-,5.86774,CII_1334,0.317,0.003 ,-,14.51,0.02 ,-,92,-,-,YYYY,Y,I
-,22a,5.86709,CII,-,-,-,14.15,0.03 ,-,51,15.1, 1.2,YYYY,Y,I
-,22b,5.86824,CII,-,-,-,14.26,0.02 ,-,57,19.2, 0.9,YYYY,Y,I
22,-,5.86789,SiII_1526,0.137,0.008 ,-,13.79,0.03 ,-,93,-,-,YYYY,N,I
-,-,5.86789,SiII_1304,0.071,0.004 ,-,-,-,-,-,-,-,-,-,-
-,22a,5.86709,SiII,-,-,-,13.25,0.07 ,-,51,15.1, 1.2,YYYY,N,I
-,22b,5.86824,SiII,-,-,-,13.64,0.03 ,-,59,19.2, 0.9,YYYY,N,I
22,-,5.86824,AlII_1670,0.054, - ,U,12.10, - ,U,61,-,-,YYYY,N,I
-,22b,5.86824,AlII,-,-,-,12.10, - ,U,61,19.2, 0.9,YYYY,N,I
23,-,6.12106,OI_1302,0.511, $\pm$ 0.00 ,-,15.53, $\pm$ 0.04 ,S,104,-,-,YYYY,Y,P
-,23a,6.12069,OI,-,-,-,15.47,0.05 ,S,75,26.8, 0.7,YYYY,Y,P
-,23b,6.12202,OI,-,-,-,14.65,0.03 ,-,61,21.4, 1.3,YYYY,Y,P
23,-,6.12069,MgI_2852,0.070,0.014 ,-,11.75,0.15 ,-,75,-,-,YYYY,N,P
-,23a,6.12069,MgI,-,-,-,11.75,0.15 ,-,75,26.8, 0.7,YYYY,N,P
23,-,6.12159,MgII_2796,1.494, $\pm$ 0.01 ,-,14.50, $\pm$ 0.07 ,S,140,-,-,YYYY,Y,P
-,-,6.12159,MgII_2803,1.249, $\pm$ 0.02 ,-,-,-,-,-,-,-,-,-,-
-,23a,6.12069,MgII,-,-,-,14.44,0.07 ,S,85,26.8, 0.7,YYYY,Y,P
-,23b,6.12202,MgII,-,-,-,13.50,0.07 ,-,65,21.4, 1.3,YYYY,Y,P
-,23c,6.12346,MgII,-,-,-,12.93,0.17 ,-,299,128.0,48.9,YYYY,Y,P
23,-,6.12105,FeII_2382,0.686,0.006 ,-,13.96,0.02 ,-,104,-,-,YYYY,Y,P
-,-,6.12105,FeII_2600,0.681,0.035 ,-,-,-,-,-,-,-,-,-,-
-,-,6.12105,FeII_2344,0.369,0.112 ,-,-,-,-,-,-,-,-,-,-
-,-,6.12105,FeII_2374,0.130,0.017 ,-,-,-,-,-,-,-,-,-,-
-,-,6.12105,FeII_1608,0.108,0.024 ,-,-,-,-,-,-,-,-,-,-
-,23a,6.12069,FeII,-,-,-,13.87,0.02 ,-,75,26.8, 0.7,YYYY,Y,P
-,23b,6.12202,FeII,-,-,-,13.25,0.04 ,-,65,21.4, 1.3,YYYY,Y,P
23,-,6.12145,CII_1334,0.600, $\pm$ 0.01 ,-,15.12, $\pm$ 0.06 ,S,121,-,-,YYYY,Y,P
-,23a,6.12069,CII,-,-,-,15.03,0.07 ,S,75,26.8, 0.7,YYYY,Y,P
-,23b,6.12202,CII,-,-,-,14.26,0.13 ,-,61,21.4, 1.3,YYYY,Y,P
-,23c,6.12346,CII,-,-,-,13.70,0.19 ,-,298,128.0,48.9,YYYY,Y,P
23,-,6.12137,SiII_1260,0.629,0.002 ,-,14.55,0.02 ,-,118,-,-,YYYY,Y,P
-,-,6.12137,SiII_1526,0.430,0.007 ,-,-,-,-,-,-,-,-,-,-
-,-,6.12137,SiII_1304,0.273,0.004 ,-,-,-,-,-,-,-,-,-,-
-,23a,6.12069,SiII,-,-,-,14.47,0.02 ,-,83,26.8, 0.7,YYYY,Y,P
-,23b,6.12202,SiII,-,-,-,13.73,0.04 ,-,63,21.4, 1.3,YYYY,Y,P
-,23c,6.12346,SiII,-,-,-,12.65,0.18 ,-,298,128.0,48.9,YYYY,Y,P
23,-,6.12102,AlII_1670,0.393,0.007 ,-,13.20,0.03 ,-,104,-,-,YYYY,N,P
-,23a,6.12069,AlII,-,-,-,13.11,0.03 ,-,75,26.8, 0.7,YYYY,N,P
-,23b,6.12202,AlII,-,-,-,12.49,0.06 ,-,65,21.4, 1.3,YYYY,N,P
23,-,6.12093,SII_1259,0.049,0.003 ,-,14.36,0.05 ,-,101,-,-,YYYY,N,P
-,-,6.12093,SII_1253,0.033,0.003 ,-,-,-,-,-,-,-,-,-,-
-,23a,6.12069,SII,-,-,-,14.27,0.05 ,-,73,26.8, 0.7,YYYY,N,P
-,23b,6.12202,SII,-,-,-,13.59,0.17 ,-,63,21.4, 1.3,YYYY,N,P
23,-,6.12136,CIV_1548,0.038,0.006 ,-,13.02,0.11 ,-,51,-,-,YYYY,Y,P
-,-,6.12136,CIV_1550,0.020,0.007 ,-,-,-,-,-,-,-,-,-,-
-,23d,6.12136,CIV,-,-,-,13.02,0.11 ,-,51,13.0, 9.6,YYYY,Y,P
23,-,6.12136,SiIV_1393,0.023, - ,U,12.41, - ,U,49,-,-,YYYY,Y,P
-,-,6.12136,SiIV_1402,0.023, - ,U,-,-,-,-,-,-,-,-,-
-,23d,6.12136,SiIV,-,-,-,12.41, - ,U,49,13.0, 9.6,YYYY,Y,P
24,-,6.12646,OI_1302,0.165,0.004 ,-,14.51,0.02 ,-,115,-,-,YYYY,Y,P
-,24a,6.12478,OI,-,-,-,13.24,0.14 ,-,40, 5.7, 0.0,YYYY,Y,P
-,24b,6.12617,OI,-,-,-,14.34,0.03 ,-,51,14.5, 0.5,YYYY,Y,P
-,24c,6.12734,OI,-,-,-,13.94,0.05 ,-,69,24.8, 2.0,YYYY,Y,P
24,-,6.12617,MgI_2852,0.044, - ,U,11.52, - ,U,53,-,-,YYYY,N,P
-,24b,6.12617,MgI,-,-,-,11.52, - ,U,53,14.5, 0.5,YYYY,N,P
24,-,6.12630,MgII_2796,0.951, $\pm$ 0.02 ,-,14.31, $\pm$ 0.12 ,S,126,-,-,YYYY,Y,P
-,-,6.12630,MgII_2803,0.764, $\pm$ 0.02 ,-,-,-,-,-,-,-,-,-,-
-,24a,6.12478,MgII,-,-,-,13.00,0.11 ,-,42, 5.7, 0.0,YYYY,Y,P
-,24b,6.12617,MgII,-,-,-,14.26,0.14 ,S,57,14.5, 0.5,YYYY,Y,P
-,24c,6.12734,MgII,-,-,-,13.04,0.06 ,-,71,24.8, 2.0,YYYY,Y,P
24,-,6.12618,FeII_2382,0.266,0.007 ,-,13.38,0.03 ,-,118,-,-,YYYY,Y,P
-,-,6.12618,FeII_2344,0.115,0.030 ,-,-,-,-,-,-,-,-,-,-
-,-,6.12618,FeII_2374,0.035,0.007 ,-,-,-,-,-,-,-,-,-,-
-,-,6.12618,FeII_1608,0.003,0.012 ,-,-,-,-,-,-,-,-,-,-
-,24a,6.12478,FeII,-,-,-,12.41,0.10 ,-,44, 5.7, 0.0,YYYY,Y,P
-,24b,6.12617,FeII,-,-,-,13.26,0.03 ,-,53,14.5, 0.5,YYYY,Y,P
-,24c,6.12734,FeII,-,-,-,12.46,0.10 ,-,71,24.8, 2.0,YYYY,Y,P
24,-,6.12636,CII_1334,0.451, $\pm$ 0.00 ,-,15.00, $\pm$ 0.06 ,S,130,-,-,YYYY,Y,P
-,24a,6.12478,CII,-,-,-,14.42,0.16 ,-,40, 5.7, 0.0,YYYY,Y,P
-,24b,6.12617,CII,-,-,-,14.77,0.08 ,S,51,14.5, 0.5,YYYY,Y,P
-,24c,6.12734,CII,-,-,-,14.15,0.03 ,-,69,24.8, 2.0,YYYY,Y,P
24,-,6.12617,CII*_1335,0.021,0.005 ,-,13.08,0.14 ,-,51,-,-,YYYY,N,P
-,24b,6.12617,CII*,-,-,-,13.08,0.14 ,-,51,14.5, 0.5,YYYY,N,P
24,-,6.12629,SiII_1260,0.389,0.003 ,-,14.07,0.03 ,-,125,-,-,YYYY,Y,P
-,-,6.12629,SiII_1526,0.196,0.009 ,-,-,-,-,-,-,-,-,-,-
-,-,6.12629,SiII_1304,0.113,0.004 ,-,-,-,-,-,-,-,-,-,-
-,24a,6.12478,SiII,-,-,-,13.04,0.08 ,-,40, 5.7, 0.0,YYYY,Y,P
-,24b,6.12617,SiII,-,-,-,13.98,0.03 ,-,53,14.5, 0.5,YYYY,Y,P
-,24c,6.12734,SiII,-,-,-,13.02,0.03 ,-,69,24.8, 2.0,YYYY,Y,P
24,-,6.12607,AlII_1670,0.303,0.008 ,-,13.17,0.05 ,-,118,-,-,YYYY,N,P
-,24a,6.12478,AlII,-,-,-,12.36,0.08 ,-,43, 5.7, 0.0,YYYY,N,P
-,24b,6.12617,AlII,-,-,-,13.05,0.06 ,-,53,14.5, 0.5,YYYY,N,P
-,24c,6.12734,AlII,-,-,-,12.08,0.12 ,-,71,24.8, 2.0,YYYY,N,P
24,-,6.12638,SII_1259,0.036,0.002 ,-,14.23,0.10 ,-,84,-,-,YYYY,N,P
-,-,6.12638,SII_1253,0.024,0.003 ,-,-,-,-,-,-,-,-,-,-
-,24b,6.12617,SII,-,-,-,14.15,0.08 ,-,51,14.5, 0.5,YYYY,N,P
-,24c,6.12734,SII,-,-,-,13.45,0.43 ,-,69,24.8, 2.0,YYYY,N,P
24,-,6.12609,CIV_1548,0.078,0.007 ,-,13.36,0.17 ,-,65,-,-,YYYY,Y,P
-,-,6.12609,CIV_1550,0.042,0.007 ,-,-,-,-,-,-,-,-,-,-
-,24d,6.12609,CIV,-,-,-,13.36,0.17 ,-,65,21.2, 6.0,YYYY,Y,P
24,-,6.12609,SiIV_1393,0.115,0.008 ,-,13.24,0.13 ,-,61,-,-,YYYY,Y,P
-,-,6.12609,SiIV_1402,0.066,0.008 ,-,-,-,-,-,-,-,-,-,-
-,24d,6.12609,SiIV,-,-,-,13.24,0.13 ,-,61,21.2, 6.0,YYYY,Y,P
25,-,6.16088,CIV_1548,0.571,0.012 ,-,14.50,0.03 ,-,163,-,-,YYYY,Y,P
-,-,6.16088,CIV_1550,0.398,0.012 ,-,-,-,-,-,-,-,-,-,-
-,25a,6.15821,CIV,-,-,-,13.31,0.08 ,-,81,29.9, 3.5,YYYY,Y,P
-,25b,6.16127,CIV,-,-,-,14.47,0.03 ,S,99,39.2, 0.9,YYYY,Y,P
25,-,6.16084,NV_1238,0.482,0.005 ,-,14.73,0.01 ,-,165,-,-,YYYY,Y,P
-,-,6.16084,NV_1242,0.342,0.004 ,-,-,-,-,-,-,-,-,-,-
