# SystemID,ComponentID,z,Species,W,dW,W_flag,logN,dlogN,logN_flag,v90,b,db,SampleFlags,PrimarySample?,(P)roximateOr(I)ntervening
# (1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),(13),(14),(15),(16)
# , , , , , ,(U)pper limit, , ,(U)pper limit, , , ,Flags are (in order from left-to-right):,Set to Y for absorption in primary ions* with all flags in Column 13 set to Y," Proximate absorbers are those separated from z_qso by -10,000 km/s to +5,000 km/s"
# , , , , , , , , ,(S)aturated, , , ,Was the system identified by the automatic line finder?,"*MgII, FeII, CII, CIV, SiIV and NV, as well as OI and SiII_1260", 
# , , , , , , , , ,(M)ultiple values, , , ,Did the system pass the visual inspection check?, , 
# , , , , , , , , , , , , ,Does the absorption lie outside of masked wavelength regions?, , 
# , , , , , , , , , , , , ,Does the absorption lie outside of BAL regions?, , 
10,-,4.82151,CIV_1548,0.217,0.017 ,-,13.77,0.05 ,-,284,-,-,YYYY,Y,I
-,-,4.82151,CIV_1550,0.113,0.019 ,-,-,-,-,-,-,-,-,-,-
-,10b,4.82096,CIV,-,-,-,13.67,0.05 ,-,243,103.6,15.9,YYYY,Y,I
-,10c,4.82400,CIV,-,-,-,13.05,0.11 ,-,53,14.9, 9.0,YYYY,Y,I
11,-,4.83881,CIV_1548,0.160,0.013 ,-,13.74,0.03 ,-,70,-,-,YYYY,Y,I
-,-,4.83881,CIV_1550,0.093,0.010 ,-,-,-,-,-,-,-,-,-,-
-,11a,4.83881,CIV,-,-,-,13.74,0.03 ,S,70,24.5, 2.2,YYYY,Y,I
12,-,4.93827,CIV_1548,0.106,0.011 ,-,13.46,0.04 ,-,109,-,-,YYYY,Y,I
-,-,4.93827,CIV_1550,0.056,0.012 ,-,-,-,-,-,-,-,-,-,-
-,12a,4.93827,CIV,-,-,-,13.46,0.04 ,-,109,43.4, 4.9,YYYY,Y,I
13,-,4.95161,CIV_1548,0.144,0.011 ,-,13.62,0.04 ,-,100,-,-,YYYY,Y,I
-,-,4.95161,CIV_1550,0.078,0.013 ,-,-,-,-,-,-,-,-,-,-
-,13a,4.95161,CIV,-,-,-,13.62,0.04 ,-,100,39.3, 4.5,YYYY,Y,I
