# SystemID,ComponentID,z,Species,W,dW,W_flag,logN,dlogN,logN_flag,v90,b,db,SampleFlags,PrimarySample?,(P)roximateOr(I)ntervening
# (1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),(13),(14),(15),(16)
# , , , , , ,(U)pper limit, , ,(U)pper limit, , , ,Flags are (in order from left-to-right):,Set to Y for absorption in primary ions* with all flags in Column 13 set to Y," Proximate absorbers are those separated from z_qso by -10,000 km/s to +5,000 km/s"
# , , , , , , , , ,(S)aturated, , , ,Was the system identified by the automatic line finder?,"*MgII, FeII, CII, CIV, SiIV and NV, as well as OI and SiII_1260", 
# , , , , , , , , ,(M)ultiple values, , , ,Did the system pass the visual inspection check?, , 
# , , , , , , , , , , , , ,Does the absorption lie outside of masked wavelength regions?, , 
# , , , , , , , , , , , , ,Does the absorption lie outside of BAL regions?, , 
1,-,2.34494,MgII_2796,0.155,0.009 ,-,12.65,0.04 ,-,59,-,-,YNYY,N,I
-,-,2.34494,MgII_2803,0.085,0.037 ,-,-,-,-,-,-,-,-,-,-
-,1a,2.34494,MgII,-,-,-,12.65,0.04 ,-,59,18.8, 3.6,YNYY,N,I
2,-,2.44550,MgI_2852,0.157,0.024 ,-,12.03,0.10 ,-,254,-,-,NNYY,N,I
-,2a,2.44447,MgI,-,-,-,11.46,0.22 ,-,75,27.8, 3.8,NNYY,N,I
-,2b,2.44483,MgI,-,-,-,11.59,0.15 ,-,47,11.5, 2.9,NNYY,N,I
-,2c,2.44684,MgI,-,-,-,11.60,0.16 ,-,83,31.7,17.0,NNYY,N,I
2,-,2.44588,MgII_2796,1.931,0.012 ,-,14.07,0.03 ,-,274,-,-,YYYY,Y,I
-,-,2.44588,MgII_2803,1.382,0.015 ,-,-,-,-,-,-,-,-,-,-
-,2a,2.44447,MgII,-,-,-,13.18,0.07 ,-,75,27.8, 3.8,YYYY,Y,I
-,2b,2.44483,MgII,-,-,-,13.40,0.10 ,-,47,11.5, 2.9,YYYY,Y,I
-,2d,2.44533,MgII,-,-,-,13.33,0.04 ,-,97,38.6, 3.3,YYYY,Y,I
-,2e,2.44668,MgII,-,-,-,13.23,0.10 ,-,63,21.2, 3.2,YYYY,Y,I
-,2f,2.44703,MgII,-,-,-,13.52,0.07 ,-,57,18.5, 1.8,YYYY,Y,I
-,2g,2.44774,MgII,-,-,-,12.70,0.03 ,-,51,13.6, 3.1,YYYY,Y,I
2,-,2.44617,FeII_2600,0.408,0.011 ,-,13.53,0.03 ,-,261,-,-,YYNY,N,I
-,2a,2.44447,FeII,-,-,-,12.20,0.17 ,-,75,27.8, 3.8,YYNY,N,I
-,2b,2.44483,FeII,-,-,-,12.84,0.04 ,-,47,11.5, 2.9,YYNY,N,I
-,2d,2.44533,FeII,-,-,-,12.70,0.06 ,-,97,38.6, 3.3,YYNY,N,I
-,2e,2.44668,FeII,-,-,-,12.73,0.13 ,-,63,21.2, 3.2,YYNY,N,I
-,2f,2.44703,FeII,-,-,-,13.12,0.05 ,-,59,18.5, 1.8,YYNY,N,I
-,2g,2.44774,FeII,-,-,-,12.31,0.07 ,-,51,13.6, 3.1,YYNY,N,I
3,-,2.66675,MgII_2796,0.510,0.024 ,-,13.39,0.03 ,-,127,-,-,YYYY,Y,I
-,-,2.66675,MgII_2803,0.346,0.024 ,-,-,-,-,-,-,-,-,-,-
-,3a,2.66651,MgII,-,-,-,13.31,0.04 ,-,63,18.4, 1.6,YYYY,Y,I
-,3b,2.66761,MgII,-,-,-,12.62,0.08 ,-,49, 6.5, 0.0,YYYY,Y,I
3,-,2.66651,FeII_2600,0.078,0.005 ,-,12.78,0.04 ,-,59,-,-,YYYY,Y,I
-,-,2.66651,FeII_2586,0.024,0.009 ,-,-,-,-,-,-,-,-,-,-
-,3a,2.66651,FeII,-,-,-,12.78,0.04 ,-,59,18.4, 1.6,YYYY,Y,I
4,-,2.73376,MgII_2796,0.549,0.01 ,-,13.84,0.11 ,S,63,-,-,YYYY,Y,I
-,-,2.73376,MgII_2803,0.469,0.01 ,-,-,-,-,-,-,-,-,-,-
-,4a,2.73376,MgII,-,-,-,13.84,0.11 ,S,63,17.7, 1.5,YYYY,Y,I
4,-,2.73376,FeII_2600,0.063,0.007 ,-,12.68,0.07 ,-,57,-,-,YYYY,Y,I
-,-,2.73376,FeII_2586,0.019,0.006 ,-,-,-,-,-,-,-,-,-,-
-,4a,2.73376,FeII,-,-,-,12.68,0.07 ,-,57,17.7, 1.5,YYYY,Y,I
5,-,3.21714,MgII_2796,0.272,0.018 ,-,12.86,0.03 ,-,163,-,-,YYYY,Y,I
-,-,3.21714,MgII_2803,0.144,0.018 ,-,-,-,-,-,-,-,-,-,-
-,5a,3.21653,MgII,-,-,-,12.62,0.04 ,-,79,27.1, 5.0,YYYY,Y,I
-,5b,3.21796,MgII,-,-,-,12.48,0.06 ,-,79,27.9, 6.2,YYYY,Y,I
6,-,4.76600,CIV_1548,0.058,0.004 ,-,13.13,0.04 ,-,210,-,-,YYYY,Y,I
-,-,4.76600,CIV_1550,0.030,0.004 ,-,-,-,-,-,-,-,-,-,-
-,6a,4.76405,CIV,-,-,-,12.67,0.06 ,-,57,17.6, 5.1,YYYY,Y,I
-,6b,4.76702,CIV,-,-,-,12.94,0.05 ,-,87,33.3, 5.2,YYYY,Y,I
7,-,4.86459,CIV_1548,0.052,0.002 ,-,13.15,0.02 ,-,67,-,-,YYYY,Y,I
-,-,4.86459,CIV_1550,0.027,0.003 ,-,-,-,-,-,-,-,-,-,-
-,7a,4.86459,CIV,-,-,-,13.15,0.02 ,-,67,23.0, 1.4,YYYY,Y,I
8,-,4.89614,CIV_1548,0.091,0.002 ,-,13.41,0.02 ,-,88,-,-,YYYY,Y,I
-,-,4.89614,CIV_1550,0.049,0.003 ,-,-,-,-,-,-,-,-,-,-
-,8a,4.89528,CIV,-,-,-,12.54,0.08 ,-,48,11.7, 6.4,YYYY,Y,I
-,8b,4.89629,CIV,-,-,-,13.35,0.01 ,S,65,22.0, 1.4,YYYY,Y,I
9,-,4.92021,CIV_1548,0.020,0.003 ,-,12.72,0.05 ,-,61,-,-,YYYY,Y,I
-,-,4.92021,CIV_1550,0.010,0.003 ,-,-,-,-,-,-,-,-,-,-
-,9a,4.92021,CIV,-,-,-,12.72,0.05 ,-,61,19.7, 4.8,YYYY,Y,I
10,-,4.92887,CIV_1548,0.011,0.002 ,-,12.46,0.32 ,-,41,-,-,NNYY,N,I
-,-,4.92887,CIV_1550,0.006,0.002 ,-,-,-,-,-,-,-,-,-,-
-,10a,4.92886,CIV,-,-,-,12.46,0.32 ,-,41, 5.5, 9.2,NNYY,N,I
11,-,4.93722,CIV_1548,0.077,0.004 ,-,13.32,0.04 ,-,199,-,-,YYYY,Y,I
-,-,4.93722,CIV_1550,0.043,0.005 ,-,-,-,-,-,-,-,-,-,-
-,11a,4.93589,CIV,-,-,-,12.75,0.05 ,-,43, 5.4, 0.0,YYYY,Y,I
-,11b,4.93671,CIV,-,-,-,13.00,0.03 ,-,45, 9.3, 3.0,YYYY,Y,I
-,11c,4.93918,CIV,-,-,-,12.74,0.15 ,-,81,30.0, 9.7,YYYY,Y,I
12,-,5.18941,CIV_1548,0.092,0.004 ,-,13.46,0.02 ,-,70,-,-,YYYY,Y,I
-,-,5.18941,CIV_1550,0.052,0.004 ,-,-,-,-,-,-,-,-,-,-
-,12a,5.18863,CIV,-,-,-,12.52,0.09 ,-,43, 5.4, 0.0,YYYY,Y,I
-,12b,5.18952,CIV,-,-,-,13.41,0.01 ,S,53,15.6, 1.3,YYYY,Y,I
13,-,5.20945,CIV_1548,0.035,0.004 ,-,13.06,0.07 ,-,42,-,-,YYYY,Y,I
-,-,5.20945,CIV_1550,0.021,0.004 ,-,-,-,-,-,-,-,-,-,-
-,13a,5.20946,CIV,-,-,-,13.06,0.07 ,-,41, 6.0, 4.2,YYYY,Y,I
14,-,5.21746,CIV_1548,0.033,0.004 ,-,12.96,0.08 ,-,49,-,-,NNYY,N,I
-,-,5.21746,CIV_1550,0.018,0.003 ,-,-,-,-,-,-,-,-,-,-
-,14a,5.21746,CIV,-,-,-,12.96,0.08 ,-,49,12.6, 6.8,NNYY,N,I
15,-,5.31617,MgII_2796,0.802,0.02 ,-,14.14,0.05 ,S,83,-,-,YYYY,Y,I
-,-,5.31617,MgII_2803,0.687,0.01 ,-,-,-,-,-,-,-,-,-,-
-,15a,5.31604,MgII,-,-,-,14.14,0.05 ,S,73,22.1, 0.6,YYYY,Y,I
-,15b,5.31779,MgII,-,-,-,12.27,0.07 ,-,49, 6.5, 0.0,YYYY,Y,I
15,-,5.31604,FeII_2600,0.440,0.007 ,-,13.82,0.02 ,-,69,-,-,YYYY,Y,I
-,-,5.31604,FeII_2382,0.437,0.016 ,-,-,-,-,-,-,-,-,-,-
-,-,5.31604,FeII_2344,0.250,0.032 ,-,-,-,-,-,-,-,-,-,-
-,-,5.31604,FeII_2586,0.207,0.011 ,-,-,-,-,-,-,-,-,-,-
-,-,5.31604,FeII_2374,0.091,0.009 ,-,-,-,-,-,-,-,-,-,-
-,-,5.31604,FeII_1608,0.075,0.017 ,-,-,-,-,-,-,-,-,-,-
-,15a,5.31604,FeII,-,-,-,13.82,0.02 ,-,69,22.1, 0.6,YYYY,Y,I
15,-,5.31604,SiII_1526,0.211,0.004 ,-,14.12,0.02 ,-,65,-,-,YYYY,N,I
-,15a,5.31604,SiII,-,-,-,14.12,0.02 ,-,65,22.1, 0.6,YYYY,N,I
15,-,5.31604,AlII_1670,0.184,0.007 ,-,12.80,0.04 ,-,69,-,-,YYYY,N,I
-,15a,5.31604,AlII,-,-,-,12.80,0.04 ,-,69,22.1, 0.6,YYYY,N,I
15,-,5.31785,CIV_1548,0.466,0.008 ,-,14.15,0.02 ,-,250,-,-,YYYY,Y,I
-,-,5.31785,CIV_1550,0.256,0.018 ,-,-,-,-,-,-,-,-,-,-
-,15c,5.31580,CIV,-,-,-,13.65,0.03 ,-,102,40.5, 3.6,YYYY,Y,I
-,15d,5.31881,CIV,-,-,-,13.98,0.02 ,S,174,72.9, 4.1,YYYY,Y,I
16,-,5.43764,CIV_1548,0.055,0.014 ,-,13.16,0.10 ,-,95,-,-,YYYY,Y,I
-,-,5.43764,CIV_1550,0.028,0.011 ,-,-,-,-,-,-,-,-,-,-
-,16a,5.43764,CIV,-,-,-,13.16,0.10 ,-,95,37.3, 4.2,YYYY,Y,I
16,-,5.43764,SiIV_1393,0.033,0.002 ,-,12.59,0.04 ,-,95,-,-,YYYY,Y,I
-,-,5.43764,SiIV_1402,0.017,0.002 ,-,-,-,-,-,-,-,-,-,-
-,16a,5.43764,SiIV,-,-,-,12.59,0.04 ,-,95,37.3, 4.2,YYYY,Y,I
17,-,5.54548,SiIV_1393,0.018,0.002 ,-,12.35,0.04 ,-,49,-,-,YYYY,Y,I
-,-,5.54548,SiIV_1402,0.009,0.002 ,-,-,-,-,-,-,-,-,-,-
-,17a,5.54548,SiIV,-,-,-,12.35,0.04 ,-,49,12.3, 3.6,YYYY,Y,I
18,-,5.64573,CIV_1550,0.026, - ,U,13.12, - ,U,49,-,-,NNNY,N,I
-,18a,5.64573,CIV,-,-,-,13.12, - ,U,49, 6.5, 0.0,NNNY,N,I
18,-,5.64572,SiIV_1393,0.014,0.002 ,-,12.25,0.09 ,-,43,-,-,NNYY,N,I
-,-,5.64572,SiIV_1402,0.007,0.003 ,-,-,-,-,-,-,-,-,-,-
-,18a,5.64573,SiIV,-,-,-,12.25,0.09 ,-,43, 6.5, 0.0,NNYY,N,I
19,-,5.73509,MgII_2796,0.207,0.020 ,-,12.82,0.05 ,-,63,-,-,YYYY,Y,I
-,-,5.73509,MgII_2803,0.120,0.012 ,-,-,-,-,-,-,-,-,-,-
-,19a,5.73509,MgII,-,-,-,12.82,0.05 ,-,63,18.1, 1.1,YYYY,Y,I
19,-,5.73509,FeII_2382,0.031,0.008 ,-,12.31,0.10 ,-,63,-,-,YYYY,Y,I
-,-,5.73509,FeII_2600,0.028,0.007 ,-,-,-,-,-,-,-,-,-,-
-,19a,5.73509,FeII,-,-,-,12.31,0.10 ,-,63,18.1, 1.1,YYYY,Y,I
19,-,5.73509,CII_1334,0.073,0.001 ,-,13.65,0.02 ,-,57,-,-,YYYY,Y,I
-,19a,5.73509,CII,-,-,-,13.65,0.02 ,-,57,18.1, 1.1,YYYY,Y,I
19,-,5.73528,CIV_1548,0.037,0.008 ,-,13.01,0.07 ,-,59,-,-,YYYY,Y,I
-,-,5.73528,CIV_1550,0.020,0.008 ,-,-,-,-,-,-,-,-,-,-
-,19b,5.73528,CIV,-,-,-,13.01,0.07 ,-,59,16.1, 6.9,YYYY,Y,I
20,-,5.76781,MgII_2796,0.060, - ,U,12.15, - ,U,49,-,-,NNYY,N,I
-,-,5.76781,MgII_2803,0.053, - ,U,-,-,-,-,-,-,-,-,-
-,20a,5.76782,MgII,-,-,-,12.15, - ,U,49, 6.5, 0.0,NNYY,N,I
20,-,5.76781,CII_1334,0.011,0.001 ,-,12.75,0.07 ,-,42,-,-,YYYY,Y,I
-,20a,5.76782,CII,-,-,-,12.75,0.07 ,-,43, 6.5, 0.0,YYYY,Y,I
20,-,5.76875,CIV_1548,0.093,0.011 ,-,13.41,0.05 ,-,157,-,-,YYYY,Y,I
-,-,5.76875,CIV_1550,0.050,0.011 ,-,-,-,-,-,-,-,-,-,-
-,20b,5.76785,CIV,-,-,-,13.22,0.05 ,-,61,16.5, 2.7,YYYY,Y,I
-,20c,5.77046,CIV,-,-,-,12.97,0.08 ,-,49, 6.5, 0.0,YYYY,Y,I
20,-,5.76785,SiIV_1393,0.043,0.003 ,-,12.74,0.04 ,-,55,-,-,YYYY,Y,I
-,-,5.76785,SiIV_1402,0.023,0.003 ,-,-,-,-,-,-,-,-,-,-
-,20b,5.76785,SiIV,-,-,-,12.74,0.04 ,-,55,16.5, 2.7,YYYY,Y,I
21,-,6.09960,CIV_1548,0.083,0.007 ,-,13.35,0.06 ,-,101,-,-,YNYY,N,P
-,-,6.09960,CIV_1550,0.043,0.017 ,-,-,-,-,-,-,-,-,-,-
-,21a,6.09960,CIV,-,-,-,13.35,0.06 ,-,101,38.2, 7.1,YNYY,N,P
