# SystemID,ComponentID,z,Species,W,dW,W_flag,logN,dlogN,logN_flag,v90,b,db,SampleFlags,PrimarySample?,(P)roximateOr(I)ntervening
# (1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),(13),(14),(15),(16)
# , , , , , ,(U)pper limit, , ,(U)pper limit, , , ,Flags are (in order from left-to-right):,Set to Y for absorption in primary ions* with all flags in Column 13 set to Y," Proximate absorbers are those separated from z_qso by -10,000 km/s to +5,000 km/s"
# , , , , , , , , ,(S)aturated, , , ,Was the system identified by the automatic line finder?,"*MgII, FeII, CII, CIV, SiIV and NV, as well as OI and SiII_1260", 
# , , , , , , , , ,(M)ultiple values, , , ,Did the system pass the visual inspection check?, , 
# , , , , , , , , , , , , ,Does the absorption lie outside of masked wavelength regions?, , 
# , , , , , , , , , , , , ,Does the absorption lie outside of BAL regions?, , 
1,-,2.03721,MgII_2796,0.040,0.004 ,-,12.00,0.05 ,-,51,-,-,YYYY,Y,I
-,-,2.03721,MgII_2803,0.021,0.004 ,-,-,-,-,-,-,-,-,-,-
-,1a,2.03721,MgII,-,-,-,12.00,0.05 ,-,51,14.7, 3.9,YYYY,Y,I
2,-,3.50846,MgII_2796,0.340,0.015 ,-,13.33,0.05 ,-,55,-,-,YYYY,Y,I
-,-,3.50846,MgII_2803,0.253,0.010 ,-,-,-,-,-,-,-,-,-,-
-,2a,3.50846,MgII,-,-,-,13.33,0.05 ,-,55,13.9, 1.5,YYYY,Y,I
2,-,3.50846,FeII_2382,0.137,0.010 ,-,13.06,0.04 ,-,55,-,-,YYYY,Y,I
-,-,3.50846,FeII_2600,0.128,0.014 ,-,-,-,-,-,-,-,-,-,-
-,-,3.50846,FeII_2344,0.057,0.009 ,-,-,-,-,-,-,-,-,-,-
-,-,3.50846,FeII_2586,0.044,0.012 ,-,-,-,-,-,-,-,-,-,-
-,-,3.50846,FeII_2374,0.017,0.010 ,-,-,-,-,-,-,-,-,-,-
-,2a,3.50846,FeII,-,-,-,13.06,0.04 ,-,55,13.9, 1.5,YYYY,Y,I
3,-,4.26724,MgII_2796,0.094,0.013 ,-,12.39,0.06 ,-,65,-,-,YYYY,Y,I
-,-,4.26724,MgII_2803,0.049,0.011 ,-,-,-,-,-,-,-,-,-,-
-,3a,4.26724,MgII,-,-,-,12.39,0.06 ,-,65,20.9, 6.2,YYYY,Y,I
4,-,4.45774,CIV_1548,0.052,0.002 ,-,13.18,0.03 ,-,49,-,-,YYYY,Y,I
-,-,4.45774,CIV_1550,0.028,0.002 ,-,-,-,-,-,-,-,-,-,-
-,4a,4.45774,CIV,-,-,-,13.18,0.03 ,-,49,14.6, 2.1,YYYY,Y,I
