# SystemID,ComponentID,z,Species,W,dW,W_flag,logN,dlogN,logN_flag,v90,b,db,SampleFlags,PrimarySample?,(P)roximateOr(I)ntervening
# (1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),(13),(14),(15),(16)
# , , , , , ,(U)pper limit, , ,(U)pper limit, , , ,Flags are (in order from left-to-right):,Set to Y for absorption in primary ions* with all flags in Column 13 set to Y," Proximate absorbers are those separated from z_qso by -10,000 km/s to +5,000 km/s"
# , , , , , , , , ,(S)aturated, , , ,Was the system identified by the automatic line finder?,"*MgII, FeII, CII, CIV, SiIV and NV, as well as OI and SiII_1260", 
# , , , , , , , , ,(M)ultiple values, , , ,Did the system pass the visual inspection check?, , 
# , , , , , , , , , , , , ,Does the absorption lie outside of masked wavelength regions?, , 
# , , , , , , , , , , , , ,Does the absorption lie outside of BAL regions?, , 
1,-,3.10962,MgII_2796,0.134,0.024 ,-,12.54,0.08 ,-,79,-,-,YYYY,Y,I
-,-,3.10962,MgII_2803,0.070,0.027 ,-,-,-,-,-,-,-,-,-,-
-,1a,3.10962,MgII,-,-,-,12.54,0.08 ,-,79,28.6,18.9,YYYY,Y,I
2,-,3.60842,MgI_2852,0.219,0.012 ,-,12.34,0.04 ,-,63,-,-,YYYY,N,I
-,2a,3.60842,MgI,-,-,-,12.34,0.04 ,-,63,19.7, 1.1,YYYY,N,I
2,-,3.60875,MgII_2796,1.165, $\pm$ 0.02 ,-,14.97, $\pm$ 0.23 ,S,119,-,-,YYYY,Y,I
-,-,3.60875,MgII_2803,0.989, $\pm$ 0.05 ,-,-,-,-,-,-,-,-,-,-
-,2a,3.60842,MgII,-,-,-,14.97,0.23 ,S,76,19.7, 1.1,YYYY,Y,I
-,2b,3.60951,MgII,-,-,-,13.14,0.06 ,-,79,28.3, 4.7,YYYY,Y,I
2,-,3.60864,FeII_2600,0.539,0.024 ,-,13.95,0.03 ,-,107,-,-,YYYY,Y,I
-,-,3.60864,FeII_2382,0.538,0.017 ,-,-,-,-,-,-,-,-,-,-
-,-,3.60864,FeII_2344,0.314,0.016 ,-,-,-,-,-,-,-,-,-,-
-,-,3.60864,FeII_2586,0.264,0.017 ,-,-,-,-,-,-,-,-,-,-
-,-,3.60864,FeII_2374,0.121,0.017 ,-,-,-,-,-,-,-,-,-,-
-,2a,3.60842,FeII,-,-,-,13.91,0.03 ,-,63,19.7, 1.1,YYYY,Y,I
-,2b,3.60951,FeII,-,-,-,12.88,0.08 ,-,79,28.3, 4.7,YYYY,Y,I
2,-,3.60867,AlIII_1854,0.098,0.004 ,-,12.81,0.03 ,-,116,-,-,YYYY,N,I
-,-,3.60867,AlIII_1862,0.052,0.004 ,-,-,-,-,-,-,-,-,-,-
-,2a,3.60842,AlIII,-,-,-,12.71,0.02 ,-,61,19.7, 1.1,YYYY,N,I
-,2b,3.60951,AlIII,-,-,-,12.13,0.10 ,-,77,28.3, 4.7,YYYY,N,I
3,-,4.55091,CIV_1548,0.053,0.005 ,-,13.13,0.04 ,-,193,-,-,YYYY,Y,I
-,-,4.55091,CIV_1550,0.027,0.005 ,-,-,-,-,-,-,-,-,-,-
-,3a,4.54909,CIV,-,-,-,12.54,0.10 ,-,53,14.8, 8.3,YYYY,Y,I
-,3b,4.55154,CIV,-,-,-,13.00,0.04 ,-,103,40.7, 5.7,YYYY,Y,I
4,-,4.56869,CIV_1548,0.084,0.006 ,-,13.34,0.04 ,-,164,-,-,NNYY,N,I
-,-,4.56869,CIV_1550,0.043,0.006 ,-,-,-,-,-,-,-,-,-,-
-,4a,4.56837,CIV,-,-,-,13.27,0.04 ,-,113,45.5, 5.4,NNYY,N,I
-,4b,4.57025,CIV,-,-,-,12.56,0.16 ,-,61,19.9,13.3,NNYY,N,I
5,-,4.57617,CIV_1548,0.062,0.005 ,-,13.22,0.05 ,-,99,-,-,NNYY,N,I
-,-,4.57617,CIV_1550,0.032,0.003 ,-,-,-,-,-,-,-,-,-,-
