# SystemID,ComponentID,z,Species,W,dW,W_flag,logN,dlogN,logN_flag,v90,b,db,SampleFlags,PrimarySample?,(P)roximateOr(I)ntervening
# (1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),(13),(14),(15),(16)
# , , , , , ,(U)pper limit, , ,(U)pper limit, , , ,Flags are (in order from left-to-right):,Set to Y for absorption in primary ions* with all flags in Column 13 set to Y," Proximate absorbers are those separated from z_qso by -10,000 km/s to +5,000 km/s"
# , , , , , , , , ,(S)aturated, , , ,Was the system identified by the automatic line finder?,"*MgII, FeII, CII, CIV, SiIV and NV, as well as OI and SiII_1260", 
# , , , , , , , , ,(M)ultiple values, , , ,Did the system pass the visual inspection check?, , 
# , , , , , , , , , , , , ,Does the absorption lie outside of masked wavelength regions?, , 
# , , , , , , , , , , , , ,Does the absorption lie outside of BAL regions?, , 
1,-,2.37272,MgI_2852,0.037, - ,U,11.45, - ,U,55,-,-,NNYY,N,I
-,1a,2.37272,MgI,-,-,-,11.45, - ,U,55,16.4, 3.1,NNYY,N,I
1,-,2.37272,MgII_2796,0.192,0.012 ,-,12.79,0.04 ,-,53,-,-,NNYY,N,I
-,-,2.37272,MgII_2803,0.111,0.007 ,-,-,-,-,-,-,-,-,-,-
-,1a,2.37272,MgII,-,-,-,12.79,0.04 ,-,53,16.4, 3.1,NNYY,N,I
2,-,2.46571,MgII_2796,0.503,0.016 ,-,13.40,0.04 ,-,67,-,-,YYYY,Y,I
-,-,2.46571,MgII_2803,0.348,0.025 ,-,-,-,-,-,-,-,-,-,-
-,2a,2.46571,MgII,-,-,-,13.40,0.04 ,-,67,23.6, 2.0,YYYY,Y,I
3,-,3.16305,MgII_2796,1.103, $\pm$ 0.02 ,-,14.07, $\pm$ 0.09 ,S,118,-,-,YYYY,Y,I
-,-,3.16305,MgII_2803,0.879, $\pm$ 0.02 ,-,-,-,-,-,-,-,-,-,-
-,3a,3.16237,MgII,-,-,-,13.05,0.08 ,-,81,29.9, 6.7,YYYY,Y,I
-,3b,3.16332,MgII,-,-,-,14.02,0.10 ,S,77,26.6, 2.0,YYYY,Y,I
3,-,3.16332,FeII_2600,0.534,0.038 ,-,13.91,0.05 ,-,72,-,-,YYYY,Y,I
-,-,3.16332,FeII_2382,0.530,0.055 ,-,-,-,-,-,-,-,-,-,-
-,-,3.16332,FeII_2344,0.305,0.016 ,-,-,-,-,-,-,-,-,-,-
-,-,3.16332,FeII_2586,0.253,0.051 ,-,-,-,-,-,-,-,-,-,-
-,-,3.16332,FeII_2374,0.112,0.040 ,-,-,-,-,-,-,-,-,-,-
-,3b,3.16332,FeII,-,-,-,13.91,0.05 ,-,72,26.6, 2.0,YYYY,Y,I
4,-,4.62123,MgII_2796,0.209,0.025 ,-,12.87,0.10 ,-,55,-,-,YYYY,Y,I
-,-,4.62123,MgII_2803,0.126,0.034 ,-,-,-,-,-,-,-,-,-,-
-,4a,4.62123,MgII,-,-,-,12.87,0.10 ,-,55,14.6,15.8,YYYY,Y,I
5,-,5.13797,CIV_1548,0.156,0.017 ,-,13.61,0.06 ,-,255,-,-,YYYY,Y,I
-,-,5.13797,CIV_1550,0.080,0.014 ,-,-,-,-,-,-,-,-,-,-
