# SystemID,ComponentID,z,Species,W,dW,W_flag,logN,dlogN,logN_flag,v90,b,db,SampleFlags,PrimarySample?,(P)roximateOr(I)ntervening
# (1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),(13),(14),(15),(16)
# , , , , , ,(U)pper limit, , ,(U)pper limit, , , ,Flags are (in order from left-to-right):,Set to Y for absorption in primary ions* with all flags in Column 13 set to Y," Proximate absorbers are those separated from z_qso by -10,000 km/s to +5,000 km/s"
# , , , , , , , , ,(S)aturated, , , ,Was the system identified by the automatic line finder?,"*MgII, FeII, CII, CIV, SiIV and NV, as well as OI and SiII_1260", 
# , , , , , , , , ,(M)ultiple values, , , ,Did the system pass the visual inspection check?, , 
# , , , , , , , , , , , , ,Does the absorption lie outside of masked wavelength regions?, , 
# , , , , , , , , , , , , ,Does the absorption lie outside of BAL regions?, , 
-,-,2.53536,MgII_2803,0.288,0.020 ,-,-,-,-,-,-,-,-,-,-
-,3a,2.53518,MgII,-,-,-,13.52,0.16 ,-,41, 5.9, 0.0,NNYY,N,I
-,3b,2.53562,MgII,-,-,-,13.13,0.37 ,-,39, 5.0, 4.1,NNYY,N,I
3,-,2.53518,FeII_2600,0.060,0.006 ,-,12.75,0.09 ,-,40,-,-,NNYY,N,I
-,-,2.53518,FeII_2586,0.022,0.005 ,-,-,-,-,-,-,-,-,-,-
-,3a,2.53518,FeII,-,-,-,12.75,0.09 ,-,39, 5.9, 2.9,NNYY,N,I
4,-,3.48979,MgII_2796,0.699,0.017 ,-,13.51,0.16 ,-,112,-,-,YYYY,Y,I
-,-,3.48979,MgII_2803,0.465,0.027 ,-,-,-,-,-,-,-,-,-,-
-,4a,3.48942,MgII,-,-,-,13.15,0.04 ,-,85,30.8, 4.5,YYYY,Y,I
-,4b,3.49029,MgII,-,-,-,13.26,0.28 ,-,55,13.7, 6.1,YYYY,Y,I
5,-,4.14008,MgII_2796,0.675, $\pm$ 0.06 ,-,14.13, $\pm$ 0.17 ,S,118,-,-,YYNY,N,I
-,-,4.14008,MgII_2803,0.529, $\pm$ 0.02 ,-,-,-,-,-,-,-,-,-,-
-,5a,4.13988,MgII,-,-,-,14.10,0.18 ,S,57,12.5, 0.5,YYNY,N,I
-,5b,4.14031,MgII,-,-,-,12.92,0.14 ,-,189,78.9,20.5,YYNY,N,I
5,-,4.13988,FeII_2600,0.294,0.006 ,-,13.77,0.03 ,-,53,-,-,YYYY,Y,I
-,-,4.13988,FeII_2382,0.285,0.010 ,-,-,-,-,-,-,-,-,-,-
-,-,4.13988,FeII_2344,0.187,0.009 ,-,-,-,-,-,-,-,-,-,-
-,-,4.13988,FeII_2586,0.162,0.007 ,-,-,-,-,-,-,-,-,-,-
-,-,4.13988,FeII_2374,0.077,0.010 ,-,-,-,-,-,-,-,-,-,-
-,5a,4.13988,FeII,-,-,-,13.77,0.03 ,-,53,12.5, 0.5,YYYY,Y,I
5,-,4.13988,AlII_1670,0.142,0.002 ,-,12.79,0.02 ,-,47,-,-,YYYY,N,I
-,5a,4.13988,AlII,-,-,-,12.79,0.02 ,-,47,12.5, 0.5,YYYY,N,I
6,-,4.52903,CIV_1548,0.047,0.002 ,-,13.10,0.03 ,-,67,-,-,NNYY,N,I
-,-,4.52903,CIV_1550,0.024,0.002 ,-,-,-,-,-,-,-,-,-,-
-,6a,4.52903,CIV,-,-,-,13.10,0.03 ,-,67,24.3, 2.6,NNYY,N,I
7,-,4.61453,MgII_2796,0.757, $\pm$ 0.04 ,-,14.54, $\pm$ 1.11 ,S,71,-,-,YYYY,Y,I
-,-,4.61453,MgII_2803,0.692, $\pm$ 0.01 ,-,-,-,-,-,-,-,-,-,-
-,7a,4.61453,MgII,-,-,-,14.54,1.11 ,S,71,19.5, 8.5,YYYY,Y,I
7,-,4.61460,FeII_2600,0.418,0.010 ,-,13.96,0.03 ,-,75,-,-,YYYY,Y,I
-,-,4.61460,FeII_2382,0.398,0.007 ,-,-,-,-,-,-,-,-,-,-
-,-,4.61460,FeII_2344,0.270,0.008 ,-,-,-,-,-,-,-,-,-,-
-,-,4.61460,FeII_2586,0.240,0.019 ,-,-,-,-,-,-,-,-,-,-
-,-,4.61460,FeII_2374,0.117,0.008 ,-,-,-,-,-,-,-,-,-,-
-,-,4.61460,FeII_1608,0.095,0.004 ,-,-,-,-,-,-,-,-,-,-
-,7b,4.61434,FeII,-,-,-,13.77,0.03 ,-,51,11.3, 0.6,YYYY,Y,I
-,7c,4.61506,FeII,-,-,-,13.51,0.06 ,-,48, 6.9, 0.6,YYYY,Y,I
7,-,4.61463,SiII_1526,0.227,0.002 ,-,14.32,0.03 ,-,70,-,-,YYYY,N,I
-,7b,4.61434,SiII,-,-,-,14.07,0.03 ,-,45,11.3, 0.6,YYYY,N,I
-,7c,4.61506,SiII,-,-,-,13.96,0.05 ,-,39, 6.9, 0.6,YYYY,N,I
7,-,4.61459,AlII_1670,0.192,0.009 ,-,12.92,0.06 ,-,70,-,-,YYYY,N,I
-,7b,4.61434,AlII,-,-,-,12.73,0.07 ,-,45,11.3, 0.6,YYYY,N,I
-,7c,4.61506,AlII,-,-,-,12.46,0.12 ,-,40, 6.9, 0.6,YYYY,N,I
7,-,4.61492,CIV_1548,0.315,0.003 ,-,14.00,0.01 ,-,172,-,-,YYYY,Y,I
-,-,4.61492,CIV_1550,0.177,0.003 ,-,-,-,-,-,-,-,-,-,-
-,7d,4.61269,CIV,-,-,-,12.78,0.07 ,-,85,32.8, 8.0,YYYY,Y,I
-,7e,4.61470,CIV,-,-,-,13.81,0.01 ,S,91,35.8, 1.6,YYYY,Y,I
-,7f,4.61596,CIV,-,-,-,13.46,0.03 ,S,67,23.8, 1.9,YYYY,Y,I
8,-,4.65332,MgII_2796,0.138,0.024 ,-,12.94,0.14 ,-,47,-,-,YYYY,Y,I
-,-,4.65332,MgII_2803,0.108,0.039 ,-,-,-,-,-,-,-,-,-,-
-,8a,4.65333,MgII,-,-,-,12.94,0.14 ,-,48, 6.3, 0.0,YYYY,Y,I
8,-,4.65360,CIV_1548,0.039,0.002 ,-,13.04,0.02 ,-,47,-,-,YYYY,Y,I
-,-,4.65360,CIV_1550,0.021,0.004 ,-,-,-,-,-,-,-,-,-,-
-,8b,4.65360,CIV,-,-,-,13.04,0.02 ,-,47,12.2, 1.9,YYYY,Y,I
9,-,4.66869,CIV_1548,0.346,0.005 ,-,14.22,0.04 ,-,121,-,-,YYYY,Y,I
-,-,4.66869,CIV_1550,0.221,0.005 ,-,-,-,-,-,-,-,-,-,-
-,9a,4.66820,CIV,-,-,-,13.94,0.07 ,S,43, 8.7, 1.2,YYYY,Y,I
-,9b,4.66885,CIV,-,-,-,13.91,0.02 ,S,137,56.8, 2.1,YYYY,Y,I
10,-,4.71121,CIV_1548,0.044,0.004 ,-,13.06,0.06 ,-,81,-,-,YYYY,Y,I
-,-,4.71121,CIV_1550,0.023,0.005 ,-,-,-,-,-,-,-,-,-,-
-,10a,4.71121,CIV,-,-,-,13.06,0.06 ,-,81,31.3, 5.6,YYYY,Y,I
11,-,4.72321,CIV_1548,0.052,0.004 ,-,13.15,0.04 ,-,71,-,-,YYYY,Y,I
-,-,4.72321,CIV_1550,0.027,0.004 ,-,-,-,-,-,-,-,-,-,-
-,11a,4.72321,CIV,-,-,-,13.15,0.04 ,-,71,25.9, 3.9,YYYY,Y,I
12,-,4.74593,CIV_1548,0.030,0.004 ,-,12.90,0.06 ,-,61,-,-,YYYY,Y,I
-,-,4.74593,CIV_1550,0.015,0.005 ,-,-,-,-,-,-,-,-,-,-
-,12a,4.74593,CIV,-,-,-,12.90,0.06 ,-,61,20.3, 4.6,YYYY,Y,I
13,-,4.82042,CIV_1548,0.036,0.005 ,-,12.97,0.06 ,-,83,-,-,YYYY,Y,I
-,-,4.82042,CIV_1550,0.018,0.005 ,-,-,-,-,-,-,-,-,-,-
-,13a,4.82042,CIV,-,-,-,12.97,0.06 ,-,83,31.9, 6.7,YYYY,Y,I
14,-,4.84883,CIV_1548,0.095,0.005 ,-,13.41,0.07 ,-,133,-,-,YYYY,Y,I
-,-,4.84883,CIV_1550,0.049,0.006 ,-,-,-,-,-,-,-,-,-,-
-,14a,4.84788,CIV,-,-,-,12.97,0.13 ,-,73,27.2,12.5,YYYY,Y,I
-,14b,4.84940,CIV,-,-,-,13.21,0.08 ,-,71,26.4, 7.2,YYYY,Y,I
15,-,4.86357,MgI_2852,0.317,0.043 ,-,12.44,0.08 ,-,219,-,-,YYYY,N,I
-,15a,4.86273,MgI,-,-,-,12.14,0.06 ,-,69,22.7, 1.3,YYYY,N,I
-,15b,4.86391,MgI,-,-,-,12.07,0.17 ,-,91,34.1, 2.7,YYYY,N,I
-,15c,4.86672,MgI,-,-,-,11.30,0.28 ,-,83,29.9, 3.3,YYYY,N,I
15,-,4.86486,MgII_2796,2.575, $\pm$ 0.01 ,-,14.51, $\pm$ 0.06 ,S,260,-,-,YYYY,Y,I
-,-,4.86486,MgII_2803,2.119, $\pm$ 0.07 ,-,-,-,-,-,-,-,-,-,-
-,15a,4.86273,MgII,-,-,-,14.16,0.10 ,S,73,22.7, 1.3,YYYY,Y,I
-,15b,4.86391,MgII,-,-,-,14.07,0.10 ,S,94,34.1, 2.7,YYYY,Y,I
-,15d,4.86542,MgII,-,-,-,13.11,0.10 ,-,57,15.1, 7.5,YYYY,Y,I
-,15e,4.86685,MgII,-,-,-,13.68,0.03 ,-,115,45.8, 4.5,YYYY,Y,I
15,-,4.86409,FeII_2382,1.151,0.036 ,-,14.25,0.03 ,-,243,-,-,YYYY,Y,I
-,-,4.86409,FeII_2600,1.142,0.020 ,-,-,-,-,-,-,-,-,-,-
-,-,4.86409,FeII_2344,0.639,0.105 ,-,-,-,-,-,-,-,-,-,-
-,-,4.86409,FeII_2586,0.534,0.025 ,-,-,-,-,-,-,-,-,-,-
-,-,4.86409,FeII_2374,0.242,0.834 ,-,-,-,-,-,-,-,-,-,-
-,-,4.86409,FeII_1608,0.206,0.013 ,-,-,-,-,-,-,-,-,-,-
-,15a,4.86273,FeII,-,-,-,14.05,0.04 ,-,69,22.7, 1.3,YYYY,Y,I
-,15b,4.86391,FeII,-,-,-,13.65,0.04 ,-,91,34.1, 2.7,YYYY,Y,I
-,15c,4.86672,FeII,-,-,-,13.35,0.04 ,-,83,29.9, 3.3,YYYY,Y,I
15,-,4.86409,SiII_1526,0.693,0.006 ,-,14.70,0.03 ,-,238,-,-,YYYY,N,I
-,-,4.86409,SiII_1808,0.016,0.009 ,-,-,-,-,-,-,-,-,-,-
-,15a,4.86273,SiII,-,-,-,14.43,0.04 ,-,63,22.7, 1.3,YYYY,N,I
-,15b,4.86391,SiII,-,-,-,14.20,0.03 ,-,87,34.1, 2.7,YYYY,N,I
-,15d,4.86542,SiII,-,-,-,12.85,0.19 ,-,51,15.1, 7.5,YYYY,N,I
-,15c,4.86672,SiII,-,-,-,13.83,0.04 ,-,79,29.9, 3.3,YYYY,N,I
15,-,4.86417,AlII_1670,0.735,0.016 ,-,13.47,0.04 ,-,237,-,-,YYYY,N,I
-,15a,4.86273,AlII,-,-,-,13.11,0.06 ,-,63,22.7, 1.3,YYYY,N,I
-,15b,4.86391,AlII,-,-,-,13.06,0.04 ,-,87,34.1, 2.7,YYYY,N,I
-,15d,4.86542,AlII,-,-,-,11.97,0.17 ,-,51,15.1, 7.5,YYYY,N,I
-,15c,4.86672,AlII,-,-,-,12.65,0.09 ,-,79,29.9, 3.3,YYYY,N,I
15,-,4.86381,CIV_1548,1.271,0.007 ,-,14.76,0.02 ,-,344,-,-,YYYY,Y,I
-,-,4.86381,CIV_1550,0.831,0.008 ,-,-,-,-,-,-,-,-,-,-
-,15f,4.86059,CIV,-,-,-,13.93,0.03 ,S,85,32.9, 2.6,YYYY,Y,I
-,15g,4.86238,CIV,-,-,-,13.99,0.05 ,S,89,35.0, 5.1,YYYY,Y,I
-,15h,4.86340,CIV,-,-,-,13.92,0.06 ,S,51,15.1, 3.3,YYYY,Y,I
-,15i,4.86459,CIV,-,-,-,14.16,0.04 ,S,79,30.1, 4.4,YYYY,Y,I
-,15j,4.86561,CIV,-,-,-,13.71,0.10 ,S,57,18.8, 4.9,YYYY,Y,I
-,15k,4.86686,CIV,-,-,-,14.04,0.02 ,S,65,23.2, 1.7,YYYY,Y,I
16,-,4.86759,MgI_2852,0.040,0.008 ,-,11.54,0.16 ,-,47,-,-,NNYY,N,I
-,16a,4.86759,MgI,-,-,-,11.54,0.16 ,-,47, 6.3, 0.0,NNYY,N,I
16,-,4.86876,MgII_2796,0.276,0.016 ,-,12.97,0.05 ,-,65,-,-,NNYY,N,I
-,-,4.86876,MgII_2803,0.164,0.011 ,-,-,-,-,-,-,-,-,-,-
-,16b,4.86876,MgII,-,-,-,12.97,0.05 ,-,65,20.5, 3.6,NNYY,N,I
16,-,4.86787,FeII_2600,0.220,0.012 ,-,13.69,0.08 ,-,96,-,-,NNYY,N,I
-,-,4.86787,FeII_2382,0.212,0.047 ,-,-,-,-,-,-,-,-,-,-
-,-,4.86787,FeII_2344,0.134,0.031 ,-,-,-,-,-,-,-,-,-,-
-,-,4.86787,FeII_2586,0.116,0.015 ,-,-,-,-,-,-,-,-,-,-
-,-,4.86787,FeII_2374,0.059,0.018 ,-,-,-,-,-,-,-,-,-,-
-,-,4.86787,FeII_1608,0.042,0.005 ,-,-,-,-,-,-,-,-,-,-
-,16a,4.86759,FeII,-,-,-,13.66,0.08 ,-,47, 6.3, 0.0,NNYY,N,I
-,16b,4.86876,FeII,-,-,-,12.55,0.15 ,-,65,20.5, 3.6,NNYY,N,I
16,-,4.86791,SiII_1526,0.148,0.011 ,-,14.50,0.36 ,-,90,-,-,NNYY,N,I
-,16a,4.86759,SiII,-,-,-,14.48,0.38 ,-,40, 6.3, 0.0,NNYY,N,I
-,16b,4.86876,SiII,-,-,-,13.18,0.25 ,-,61,20.5, 3.6,NNYY,N,I
16,-,4.86812,AlII_1670,0.207,0.008 ,-,13.21,0.12 ,-,98,-,-,NNYY,N,I
-,16a,4.86759,AlII,-,-,-,13.13,0.14 ,-,41, 6.3, 0.0,NNYY,N,I
-,16b,4.86876,AlII,-,-,-,12.42,0.06 ,-,61,20.5, 3.6,NNYY,N,I
16,-,4.86899,CIV_1548,0.167,0.005 ,-,13.67,0.04 ,-,134,-,-,NNYY,N,I
-,-,4.86899,CIV_1550,0.089,0.005 ,-,-,-,-,-,-,-,-,-,-
-,16c,4.86899,CIV,-,-,-,13.67,0.04 ,-,134,55.4, 7.6,NNYY,N,I
17,-,4.88148,MgI_2852,0.087,0.012 ,-,11.83,0.14 ,-,150,-,-,YYYY,N,I
-,17a,4.88112,MgI,-,-,-,11.70,0.15 ,-,128,52.4, 6.0,YYYY,N,I
-,17b,4.88248,MgI,-,-,-,11.26,0.33 ,-,79,27.2, 2.4,YYYY,N,I
17,-,4.88069,MgII_2796,2.539, $\pm$ 0.07 ,-,14.73, $\pm$ 0.06 ,S,218,-,-,YYYY,Y,I
-,-,4.88069,MgII_2803,2.375, $\pm$ 0.01 ,-,-,-,-,-,-,-,-,-,-
-,17c,4.87912,MgII,-,-,-,14.33,0.10 ,S,93,31.0, 1.6,YYYY,Y,I
-,17a,4.88112,MgII,-,-,-,14.42,0.09 ,S,145,52.4, 6.0,YYYY,Y,I
-,17b,4.88248,MgII,-,-,-,13.81,0.15 ,S,77,27.2, 2.4,YYYY,Y,I
17,-,4.88085,FeII_2600,1.778,0.061 ,-,14.46,0.03 ,-,213,-,-,YYYY,Y,I
-,-,4.88085,FeII_2382,1.743,0.092 ,-,-,-,-,-,-,-,-,-,-
-,-,4.88085,FeII_2344,1.050,0.417 ,-,-,-,-,-,-,-,-,-,-
-,-,4.88085,FeII_2586,0.879,0.018 ,-,-,-,-,-,-,-,-,-,-
-,-,4.88085,FeII_2374,0.395,0.419 ,-,-,-,-,-,-,-,-,-,-
-,-,4.88085,FeII_1608,0.324,0.018 ,-,-,-,-,-,-,-,-,-,-
-,17c,4.87912,FeII,-,-,-,13.85,0.04 ,-,81,31.0, 1.6,YYYY,Y,I
-,17a,4.88112,FeII,-,-,-,14.13,0.05 ,-,129,52.4, 6.0,YYYY,Y,I
-,17b,4.88248,FeII,-,-,-,13.91,0.07 ,-,77,27.2, 2.4,YYYY,Y,I
17,-,4.88076,SiII_1526,1.002, $\pm$ 0.01 ,-,14.89, $\pm$ 0.03 ,S,217,-,-,YYYY,N,I
-,17c,4.87912,SiII,-,-,-,14.46,0.03 ,S,81,31.0, 1.6,YYYY,N,I
-,17a,4.88112,SiII,-,-,-,14.44,0.05 ,-,127,52.4, 6.0,YYYY,N,I
-,17b,4.88248,SiII,-,-,-,14.32,0.06 ,-,73,27.2, 2.4,YYYY,N,I
17,-,4.88086,AlII_1670,0.815,0.010 ,-,13.47,0.03 ,-,214,-,-,YYYY,N,I
-,17c,4.87912,AlII,-,-,-,12.92,0.04 ,-,81,31.0, 1.6,YYYY,N,I
-,17a,4.88112,AlII,-,-,-,13.13,0.05 ,-,127,52.4, 6.0,YYYY,N,I
-,17b,4.88248,AlII,-,-,-,12.90,0.08 ,-,73,27.2, 2.4,YYYY,N,I
17,-,4.88065,CIV_1548,0.349,0.006 ,-,14.12,0.03 ,-,128,-,-,YYYY,Y,I
-,-,4.88065,CIV_1550,0.213,0.005 ,-,-,-,-,-,-,-,-,-,-
-,17d,4.87911,CIV,-,-,-,12.91,0.20 ,-,39, 5.0, 3.3,YYYY,Y,I
-,17e,4.88019,CIV,-,-,-,13.80,0.04 ,S,59,20.0, 3.0,YYYY,Y,I
-,17f,4.88128,CIV,-,-,-,13.75,0.04 ,S,63,22.2, 3.1,YYYY,Y,I
-,17g,4.88245,CIV,-,-,-,12.40,0.49 ,-,40, 5.0, 0.0,YYYY,Y,I
18,-,4.88374,MgII_2796,0.087,0.009 ,-,12.46,0.12 ,-,47,-,-,YYYY,Y,I
-,-,4.88374,MgII_2803,0.050,0.007 ,-,-,-,-,-,-,-,-,-,-
-,18a,4.88374,MgII,-,-,-,12.46,0.12 ,-,47, 6.3, 0.0,YYYY,Y,I
18,-,4.88601,CIV_1548,0.124,0.007 ,-,13.50,0.05 ,-,230,-,-,YYYY,Y,I
-,-,4.88601,CIV_1550,0.067,0.008 ,-,-,-,-,-,-,-,-,-,-
-,18b,4.88362,CIV,-,-,-,12.94,0.11 ,-,65,23.2,10.1,YYYY,Y,I
-,18c,4.88698,CIV,-,-,-,13.36,0.05 ,-,91,35.6, 5.2,YYYY,Y,I
19,-,5.12155,MgII_2796,0.167,0.018 ,-,12.66,0.05 ,-,75,-,-,YYYY,Y,I
-,-,5.12155,MgII_2803,0.090,0.010 ,-,-,-,-,-,-,-,-,-,-
-,19a,5.12155,MgII,-,-,-,12.66,0.05 ,-,75,25.3, 5.0,YYYY,Y,I
19,-,5.12096,CIV_1548,0.122,0.013 ,-,13.53,0.05 ,-,139,-,-,YYYY,Y,I
-,-,5.12096,CIV_1550,0.065,0.009 ,-,-,-,-,-,-,-,-,-,-
-,19b,5.11965,CIV,-,-,-,12.94,0.09 ,-,67,23.7, 8.4,YYYY,Y,I
-,19c,5.12144,CIV,-,-,-,13.40,0.05 ,-,75,27.8, 5.1,YYYY,Y,I
20,-,5.13431,CIV_1548,0.020,0.006 ,-,12.78,0.31 ,-,39,-,-,NNYY,N,I
-,-,5.13431,CIV_1550,0.012,0.004 ,-,-,-,-,-,-,-,-,-,-
-,20a,5.13433,CIV,-,-,-,12.78,0.31 ,-,39, 5.0, 5.1,NNYY,N,I
21,-,5.14314,CIV_1548,0.054,0.006 ,-,13.18,0.07 ,-,59,-,-,NNYY,N,I
-,-,5.14314,CIV_1550,0.028,0.006 ,-,-,-,-,-,-,-,-,-,-
-,21a,5.14314,CIV,-,-,-,13.18,0.07 ,-,59,20.1, 5.4,NNYY,N,I
21,-,5.14314,SiIV_1393,0.011,0.002 ,-,12.09,0.10 ,-,59,-,-,NNYY,N,I
-,-,5.14314,SiIV_1402,0.005,0.002 ,-,-,-,-,-,-,-,-,-,-
-,21a,5.14314,SiIV,-,-,-,12.09,0.10 ,-,59,20.1, 5.4,NNYY,N,I
22,-,5.61280,SiIV_1393,0.022,0.003 ,-,12.54,0.16 ,-,40,-,-,YYYY,Y,I
-,-,5.61280,SiIV_1402,0.013,0.003 ,-,-,-,-,-,-,-,-,-,-
-,22a,5.61281,SiIV,-,-,-,12.54,0.16 ,-,40, 5.0, 2.2,YYYY,Y,I
23,-,5.63888,CIV_1548,0.115,0.014 ,-,13.53,0.08 ,-,79,-,-,YYYY,Y,I
-,-,5.63888,CIV_1550,0.063,0.015 ,-,-,-,-,-,-,-,-,-,-
-,23a,5.63888,CIV,-,-,-,13.53,0.08 ,-,79,27.6, 4.1,YYYY,Y,I
23,-,5.63888,SiIV_1393,0.063,0.004 ,-,12.90,0.05 ,-,75,-,-,YYYY,Y,I
-,-,5.63888,SiIV_1402,0.033,0.007 ,-,-,-,-,-,-,-,-,-,-
-,23a,5.63888,SiIV,-,-,-,12.90,0.05 ,-,75,27.6, 4.1,YYYY,Y,I
