# SystemID,ComponentID,z,Species,W,dW,W_flag,logN,dlogN,logN_flag,v90,b,db,SampleFlags,PrimarySample?,(P)roximateOr(I)ntervening
# (1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),(13),(14),(15),(16)
# , , , , , ,(U)pper limit, , ,(U)pper limit, , , ,Flags are (in order from left-to-right):,Set to Y for absorption in primary ions* with all flags in Column 13 set to Y," Proximate absorbers are those separated from z_qso by -10,000 km/s to +5,000 km/s"
# , , , , , , , , ,(S)aturated, , , ,Was the system identified by the automatic line finder?,"*MgII, FeII, CII, CIV, SiIV and NV, as well as OI and SiII_1260", 
# , , , , , , , , ,(M)ultiple values, , , ,Did the system pass the visual inspection check?, , 
# , , , , , , , , , , , , ,Does the absorption lie outside of masked wavelength regions?, , 
# , , , , , , , , , , , , ,Does the absorption lie outside of BAL regions?, , 
1,-,2.15363,MgII_2796,0.058,0.004 ,-,12.17,0.03 ,-,57,-,-,YNYY,N,I
-,-,2.15363,MgII_2803,0.030,0.004 ,-,-,-,-,-,-,-,-,-,-
-,1a,2.15363,MgII,-,-,-,12.17,0.03 ,-,57,17.6, 2.3,YNYY,N,I
2,-,4.76640,CIV_1548,0.050,0.004 ,-,13.12,0.06 ,-,89,-,-,YNYY,N,I
-,-,4.76640,CIV_1550,0.026,0.004 ,-,-,-,-,-,-,-,-,-,-
-,2a,4.76640,CIV,-,-,-,13.12,0.06 ,-,89,34.0, 6.4,YNYY,N,I
3,-,4.81802,CIV_1548,0.038,0.004 ,-,13.01,0.05 ,-,69,-,-,YYYY,Y,I
-,-,4.81802,CIV_1550,0.020,0.004 ,-,-,-,-,-,-,-,-,-,-
-,3a,4.81802,CIV,-,-,-,13.01,0.05 ,-,69,24.6, 4.3,YYYY,Y,I
4,-,4.90562,MgII_2796,0.192,0.016 ,-,12.70,0.14 ,-,161,-,-,YNYY,N,I
-,-,4.90562,MgII_2803,0.108,0.084 ,-,-,-,-,-,-,-,-,-,-
-,4a,4.90454,MgII,-,-,-,12.49,0.22 ,-,45, 6.5,10.8,YNYY,N,I
-,4b,4.90699,MgII,-,-,-,12.29,0.07 ,-,51,12.6, 6.4,YNYY,N,I
4,-,4.90661,CIV_1548,0.707,0.006 ,-,14.57,0.06 ,-,204,-,-,YYYY,Y,I
-,-,4.90661,CIV_1550,0.474,0.008 ,-,-,-,-,-,-,-,-,-,-
-,4c,4.90459,CIV,-,-,-,13.63,0.03 ,-,98,38.8, 3.5,YYYY,Y,I
-,4d,4.90626,CIV,-,-,-,14.04,0.07 ,S,57,18.7, 2.5,YYYY,Y,I
-,4e,4.90722,CIV,-,-,-,14.02,0.09 ,S,46,11.1, 4.5,YYYY,Y,I
-,4f,4.90764,CIV,-,-,-,14.04,0.16 ,S,116,47.1, 8.0,YYYY,Y,I
5,-,4.91419,CIV_1548,0.035,0.006 ,-,12.96,0.11 ,-,73,-,-,NNYY,N,I
-,-,4.91419,CIV_1550,0.018,0.005 ,-,-,-,-,-,-,-,-,-,-
-,5a,4.91419,CIV,-,-,-,12.96,0.11 ,-,73,26.6,10.4,NNYY,N,I
6,-,4.93276,CIV_1548,0.190,0.005 ,-,13.85,0.10 ,-,107,-,-,YYYY,Y,I
-,-,4.93276,CIV_1550,0.111,0.006 ,-,-,-,-,-,-,-,-,-,-
-,6a,4.93231,CIV,-,-,-,13.54,0.04 ,S,77,28.9, 3.7,YYYY,Y,I
-,6b,4.93350,CIV,-,-,-,13.56,0.19 ,S,40, 5.9, 5.3,YYYY,Y,I
7,-,4.93707,CIV_1548,0.101,0.005 ,-,13.45,0.04 ,-,111,-,-,YYYY,Y,I
-,-,4.93707,CIV_1550,0.053,0.006 ,-,-,-,-,-,-,-,-,-,-
-,7a,4.93642,CIV,-,-,-,13.13,0.05 ,-,57,17.6, 4.3,YYYY,Y,I
-,7b,4.93765,CIV,-,-,-,13.16,0.05 ,-,69,24.9, 5.0,YYYY,Y,I
